time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-16 00:00:00+00:00,2,2,,
2023-07-17 00:00:00+00:00,3,3,,
2023-07-18 00:00:00+00:00,4,4,13.0,2.0
2023-07-19 00:00:00+00:00,2,2,29.0,4.0
2023-07-20 00:00:00+00:00,3,3,1.0,1.0
2023-07-21 00:00:00+00:00,2,2,1.0,1.0
2023-07-22 00:00:00+00:00,2,2,1.0,1.0
2023-07-23 00:00:00+00:00,3,3,4.0,1.0
2023-07-24 00:00:00+00:00,3,3,44.0,5.0
2023-07-25 00:00:00+00:00,2,2,4.0,3.0
2023-07-26 00:00:00+00:00,2,2,9.0,3.0
2023-07-27 00:00:00+00:00,3,3,4.0,1.0
2023-07-28 00:00:00+00:00,10,6,1.0,1.0
