time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-10 00:00:00+00:00,1,1,,
2023-08-11 00:00:00+00:00,3,2,19.0,1.0
2023-08-12 00:00:00+00:00,2,2,10.0,1.0
2023-08-13 00:00:00+00:00,2,2,51.0,1.0
2023-08-14 00:00:00+00:00,3,3,,
2023-08-15 00:00:00+00:00,4,4,,
2023-08-16 00:00:00+00:00,2,2,,
2023-08-17 00:00:00+00:00,2,2,1.0,1.0
2023-08-18 00:00:00+00:00,2,2,18.0,2.0
2023-08-19 00:00:00+00:00,2,2,1.0,1.0
2023-08-20 00:00:00+00:00,2,2,33.0,1.0
2023-08-21 00:00:00+00:00,3,3,69.0,5.0
2023-08-22 00:00:00+00:00,2,2,15.0,3.0
2023-08-23 00:00:00+00:00,1,1,2.0,2.0
